lesson_id,chapter,lesson_question,match_count,matched_quiz_ids,matched_quiz_questions
8c50c339-9166-4fd6-9e45-f4a25929981f,촉지란?,촉지 시 주의사항,0,,
a245f9f4-7dd9-48da-b937-85aeac3fe5b9,촉지란?,구조물별 질감 차이 구분하기,1,0d503aee-a53f-4d7c-b8e4-1e7a1a99cc5d,작은 뼈 구조물을 촉지할 때는 손바닥 전체를 사용하는 것이 손가락 끝을 사용하는 것보다 정
9e244b2b-54bc-4dab-a1ff-420ab9cad8d0,근육 촉지,몸통 근육 촉지 — 승모근·외복사근·복직근,0,,
32ba5c39-41f2-4021-be50-74263b09f938,근육 촉지,견갑대·상완 근육 촉지 — 회전근개·이두근/삼두근·광배근,0,,
ba86e4f5-676f-45e3-acce-3023206412cf,근육 촉지,대퇴 앞면 근육 촉지 — 대퇴사두근,3,b22ca435-030a-4490-bce9-c08db46c4127;506d2411-0c77-423b-8409-fe01bd16144d;4faf03da-10d5-4a29-9316-a52a317a8e51,대퇴사두근 중 무릎 안쪽 바로 위에 위치하며 무릎을 완전히 펼 때 특히 두드러지는 근육은? | 대둔근은 한 발로 서는 동작에서 골반 안정화를 위해 가장 뚜렷하게 수축하는 근육이다. | 다리를 옆으로 들어올리는 고관절 외전 동작에서 촉지로 확인할 수 있는 골반 앞가쪽의 근육은
214b6381-910b-4150-acb2-c9ffa399bbd9,근육 촉지,대퇴 뒤·둔부 근육 촉지 — 슬괵근·대둔근/중둔근·TFL,3,4faf03da-10d5-4a29-9316-a52a317a8e51;92bd68a0-760e-48e4-a268-07ca6eb88d40;506d2411-0c77-423b-8409-fe01bd16144d,"다리를 옆으로 들어올리는 고관절 외전 동작에서 촉지로 확인할 수 있는 골반 앞가쪽의 근육은 | 슬괵근 중 대퇴이두근은 넙다리 안쪽에, 반건양근·반막양근은 넙다리 바깥쪽에 위치한다. | 대둔근은 한 발로 서는 동작에서 골반 안정화를 위해 가장 뚜렷하게 수축하는 근육이다."
d62496f9-b48f-41ec-99e8-7f9f2454501b,근육 촉지,하퇴 근육 촉지 — 비복근·넙치근·전경골근,1,6f6f82eb-ee8a-4f0f-8ca8-75f2d708c05f,발목관절 배측굴곡(발끝 들어올리기) 동작에서 정강이 앞쪽 바깥에서 촉지되는 근육은?
43e95e82-9d17-4f49-ab79-9c8404fa90cd,관절 움직임 용어,기본 움직임 용어: Flexion/Extension,3,fddad111-932a-49a7-a138-cbb9923d3a2e;04901c2c-04c0-4b74-b750-318faf624270;1e00e62e-762d-4f2d-b78c-6b43eeeb2bcc,Dorsiflexion(배측굴곡)은 발끝을 정강이 쪽으로 당기는 발목 움직임이다. | 발목에서 발바닥이 안쪽(Medial)을 향하게 기울이는 움직임은? | 다음 중 관상면(Frontal Plane)에서 일어나는 움직임만으로 구성된 것은?
e715285f-efd0-4845-b97c-0139a55ea6f3,관절 움직임 용어,기본 움직임 용어: Abduction/Adduction,1,1e00e62e-762d-4f2d-b78c-6b43eeeb2bcc,다음 중 관상면(Frontal Plane)에서 일어나는 움직임만으로 구성된 것은?
ae836ab7-1ff8-43b3-8bbd-f13cd7113e78,관절 움직임 용어,"기본 움직임 용어: Rotation, Pronation/Supination",2,4e8591a9-21c0-4bfb-a516-67b9232c1c80;47efc914-d8ab-44af-8117-2d118768bec9,Pronation(회내)은 어깨 관절(Glenohumeral joint)에서 일어나는 움직 | 다음 중 어깨 관절의 움직임이 아닌 것은?
21658ce2-c18f-4139-8150-1ffd63fed96f,관절 움직임 용어,"특수 움직임 용어: 발목, 견갑골",6,cf9295f8-4267-48c3-af8c-bc5a7821b106;629c3462-a703-404a-81e8-056025d490d1;4e8591a9-21c0-4bfb-a516-67b9232c1c80;cf993ff5-9c67-4c79-a323-83b54f417dc8;1e00e62e-762d-4f2d-b78c-6b43eeeb2bcc;04901c2c-04c0-4b74-b750-318faf624270,다음 중 어깨 관절의 움직임이 아닌 것은? | 견갑골을 뒤로 당겨 날개뼈를 모으는 움직임은? | Pronation(회내)은 어깨 관절(Glenohumeral joint)에서 일어나는 움직
a79f5351-ff31-4b25-ba91-217141c3ff36,관절 움직임 용어,어깨 관절 vs 견갑골 움직임 구분,4,cf9295f8-4267-48c3-af8c-bc5a7821b106;4e8591a9-21c0-4bfb-a516-67b9232c1c80;cf993ff5-9c67-4c79-a323-83b54f417dc8;47efc914-d8ab-44af-8117-2d118768bec9,다음 중 어깨 관절의 움직임이 아닌 것은? | Pronation(회내)은 어깨 관절(Glenohumeral joint)에서 일어나는 움직 | 다음은 Scapular(견갑골)의 어떤 움직임인가?
cb10dd49-f987-4e54-bc29-c15b02e6325d,상완 근육,상완이두근과 상완삼두근,2,b6e46e58-b330-4e75-9fb8-b9c7cbf5696d;da8c4fda-48ad-4dda-8df9-a2c75f15d417,다음 근육의 이름과 움직임(Action)을 고르시오. | 상완삼두근(Triceps brachii)의 주된 작용은 주관절 신전(Elbow extens
621e62b2-6981-4b6e-b42b-86973fa22ccc,회전근개와 삼각근,회전근개 Rotator Cuff 4개 근육,4,56388e09-e4e8-4b50-933e-1b4791387263;afbbbd47-2ed9-4ea5-985e-18bae7f4a5f9;8458aa5a-5445-444d-8d00-29ab56039928;23b178eb-b2f7-44e9-9be4-9abc26a13d9b,대원근(Teres major)은 회전근개(Rotator cuff)에 포함된다. | 다음 중 Rotator cuff (회전근개)를 모두 고르시오. | 견갑하근(Subscapularis)의 정지(Insertion)는?
60605c11-b36f-4145-870f-b6c5e1d42d75,회전근개와 삼각근,삼각근 Deltoid,0,,
b431351b-eb4c-4ad9-ac54-7ee007a58f6f,복근과 코어,복벽 근육,4,f9ff847f-7130-4c02-8844-4a5c17b02e1f;122d2070-a74c-4063-b6e4-ce777a865ec9;67189e6a-3210-4faa-b16c-6c254ade238e;eed8dd90-d4b8-4ffa-b512-063bac940bab,"다음 복벽 근육 중 가장 깊은 층에 위치하며, Inner core의 구성원인 근육은? | Inner core muscle (속 코어근육)을 구성하는 근육을 모두 고르시오. | 복직근(Rectus abdominis)은 Inner core muscle에 포함된다."
cf89358b-cdcd-4fa6-98fd-a16d6d1c3ae0,복근과 코어,Inner Core Muscles,4,67189e6a-3210-4faa-b16c-6c254ade238e;122d2070-a74c-4063-b6e4-ce777a865ec9;f9ff847f-7130-4c02-8844-4a5c17b02e1f;eed8dd90-d4b8-4ffa-b512-063bac940bab,"복직근(Rectus abdominis)은 Inner core muscle에 포함된다. | Inner core muscle (속 코어근육)을 구성하는 근육을 모두 고르시오. | 다음 복벽 근육 중 가장 깊은 층에 위치하며, Inner core의 구성원인 근육은?"
ea627362-cc6a-4f7f-8e9b-23a364c0d612,해부학적 자세와 기본 자세,해부학적 자세 (Anatomical Position)란?,2,c1db5d69-3d46-475f-b0e3-5ea56102f214;48b4130b-f574-4276-b36c-edeb4c4a7d9f,해부학적 자세에서 손바닥은 몸의 앞쪽(전방)을 향한다. | 해부학적 자세(Anatomical Position)에 대한 설명으로 옳은 것을 모두 포함한
9254058f-7edd-4935-bf9f-c028508de574,해부학적 자세와 기본 자세,운동 기본 자세의 종류,3,6d1081ec-5dd0-45a5-a473-cac7316bdc24;33cfc93d-9bc3-4dfb-ab5b-b5edbf4070df;75c325d6-0740-452a-9050-1bf653b4d81c,"다음 중 Prone position(복와위)에 대한 설명으로 올바른 것은? | Quadruped position(네발기기 자세)에서 고관절은 신전(Extension) 상 | 다음은 어떤 자세이며, 고관절(Hip)의 움직임은 무엇인가?"
66a9092b-9cbc-4eff-9d94-db95e26783e1,해부학적 자세와 기본 자세,자세에 따른 관절 움직임 분석,3,75c325d6-0740-452a-9050-1bf653b4d81c;33cfc93d-9bc3-4dfb-ab5b-b5edbf4070df;6d1081ec-5dd0-45a5-a473-cac7316bdc24,"다음은 어떤 자세이며, 고관절(Hip)의 움직임은 무엇인가? | Quadruped position(네발기기 자세)에서 고관절은 신전(Extension) 상 | 다음 중 Prone position(복와위)에 대한 설명으로 올바른 것은?"
4717774f-49ed-447f-ab7c-dd2eb1b61323,자세평가 실습,자세평가 실습 절차 개요,0,,
661c535f-6168-43b9-a38a-3625a1e62115,자세평가 실습,체크리스트 활용 시 주의점,0,,
ba24c93a-c03d-4f9b-b57f-e88d7a727676,고관절 내전근과 대퇴사두근,고관절 내전근군 6개,3,ecca2758-d04f-4858-ad05-c3ce5d9a60ea;98ecfb1f-e360-4b7c-bca7-4ca88ecd982f;f967e459-7c0e-45bb-8da5-4483a674357e,Hip adductor (고관절 내전근)를 모두 고르시오. | 봉공근(Sartorius)은 고관절 내전근(Hip adductor)에 속한다. | 대퇴사두근 4개 중 유일하게 고관절 굴곡(Hip flexion)에도 관여하는 근육은?
829b4477-7ac3-493f-8aa1-ba1b9f0a428e,고관절 내전근과 대퇴사두근,봉공근과 대퇴사두근,3,f967e459-7c0e-45bb-8da5-4483a674357e;98ecfb1f-e360-4b7c-bca7-4ca88ecd982f;ecca2758-d04f-4858-ad05-c3ce5d9a60ea,대퇴사두근 4개 중 유일하게 고관절 굴곡(Hip flexion)에도 관여하는 근육은? | 봉공근(Sartorius)은 고관절 내전근(Hip adductor)에 속한다. | Hip adductor (고관절 내전근)를 모두 고르시오.
6dcaa472-351a-4ab8-9bb9-7e9577118d71,"대흉근, 광배근, 대원근",광배근과 대원근,2,50d74787-8e0f-4ebb-849d-05006bd901b2;793be6d8-cc65-4c2d-811f-12ca616d763b,"광배근(Latissimus dorsi)의 Action에 포함되지 않는 것은? | 견관절 신전(Extension), 내전(Adduction), 내회전(Internal rot"
19e70b5b-b480-430f-9ff6-47da4663e0f9,"대흉근, 광배근, 대원근",대흉근 Pectoralis Major,0,,
4f99649c-94a5-4531-a812-349209e96238,상지골,상지대와 자유상지골,2,5e5c7a1b-75dc-40ad-b958-a7f7d40648e8;14523030-ff17-4627-84ce-d2745b36a4c6,쇄골(Clavicle)이 연결하는 두 뼈는? | 다음 중 하이라이트 된 뼈의 이름은?
cb3d31ee-f1a7-453a-ac76-0710d5b10e60,상지골,상지골의 Bony Landmark,2,738e570e-0ce5-4e68-8299-9d9bd05378c4;5e5c7a1b-75dc-40ad-b958-a7f7d40648e8,견갑골의 관절와(Glenoid fossa)와 관절을 이루는 뼈는? | 쇄골(Clavicle)이 연결하는 두 뼈는?
fbebcd05-eee9-404b-bdee-1ef57239ab10,상지골,흉골과 흉곽,2,5e5c7a1b-75dc-40ad-b958-a7f7d40648e8;1964a593-da33-4b53-b189-40e8389137cb,쇄골(Clavicle)이 연결하는 두 뼈는? | 다음 중 하이라이트 된 뼈의 이름은?
25666a63-4303-4f27-8243-9293c75f0e67,해부학적 면과 축,해부학적 면 (Anatomical Planes)의 개념,7,521fdfb2-927a-4a48-8374-4e62c022c808;f752ab52-0001-4184-847f-b80b8574f769;c2ff4fad-e808-428f-9db1-1c3bdc4a6893;af4f7f5f-0189-46a5-8e51-4eeb9c7a184d;3374a02c-725d-4d43-8fbc-797c636442ce;6f8563d0-0f15-4c72-a370-d5fd30dc0ff7;ec4d812c-a27d-4af9-9c2e-354918b2381c,다음은 어떤 면을 나타낸 그림인가? | 다음은 어떤 면에서 신체를 관찰하는 것인가? | Frontal Plane(전두면)과 Coronal Plane(관상면)은 서로 다른 면이다.
bb5c925f-d822-45d5-b2c0-615d64f17c07,해부학적 면과 축,시상면 (Sagittal Plane),5,3374a02c-725d-4d43-8fbc-797c636442ce;6f8563d0-0f15-4c72-a370-d5fd30dc0ff7;521fdfb2-927a-4a48-8374-4e62c022c808;f752ab52-0001-4184-847f-b80b8574f769;ec4d812c-a27d-4af9-9c2e-354918b2381c,다음 중 횡단면(Transverse Plane)에서 일어나는 움직임을 모두 포함한 것은? | 팔꿈치를 구부리는 Elbow Flexion 동작은 어떤 면에서 일어나는 움직임인가? | 다음은 어떤 면을 나타낸 그림인가?
398c0970-c1f1-4d56-8aa3-d81d73bd40b5,해부학적 면과 축,관상면/전두면 (Frontal/Coronal Plane),4,c2ff4fad-e808-428f-9db1-1c3bdc4a6893;af4f7f5f-0189-46a5-8e51-4eeb9c7a184d;521fdfb2-927a-4a48-8374-4e62c022c808;f752ab52-0001-4184-847f-b80b8574f769,Frontal Plane(전두면)과 Coronal Plane(관상면)은 서로 다른 면이다. | 어깨를 옆으로 들어올리는 Shoulder Abduction은 어떤 면에서 일어나는 움직임인 | 다음은 어떤 면을 나타낸 그림인가?
73b49e2f-d3d2-4e10-9739-7dff593b46db,해부학적 면과 축,횡단면/수평면 (Transverse/Horizontal Plane),1,3374a02c-725d-4d43-8fbc-797c636442ce,다음 중 횡단면(Transverse Plane)에서 일어나는 움직임을 모두 포함한 것은?
7ac5f3aa-95bf-4d77-8178-ec93b711397a,척추,척추의 구성과 개수,5,177fda4f-0fd8-49ea-a053-2dd4538fc325;aa679129-a4be-46d9-aa03-67c8d395cca2;8bdc7355-5097-4170-8d2c-b4d723f0dfc1;684b88f0-b1bb-4975-bc6c-8a07b7d55f68;7435dfcc-58bd-45ff-bd83-80c864601860,"경추, 흉추, 요추의 개수를 올바르게 나열한 것은? | 흉추(Thoracic spine)는 12개이다. | 요추(Lumbar spine)의 만곡은?"
797a745b-348b-4e3d-9e80-f5c1e51f722d,척추,척추의 만곡 (Spinal Curves),3,8bdc7355-5097-4170-8d2c-b4d723f0dfc1;aa679129-a4be-46d9-aa03-67c8d395cca2;684b88f0-b1bb-4975-bc6c-8a07b7d55f68,요추(Lumbar spine)의 만곡은? | 흉추(Thoracic spine)는 12개이다. | 다음 중 하이라이트 된 뼈의 이름은?
38a0ec16-3223-4890-b4cf-32e6ad593325,척추,특수 경추: C1(Atlas)과 C2(Axis),0,,
ca6a66ec-d1a3-491b-831a-35440ebd7c7b,하지골과 골반,골반뼈 (Pelvic bone/Hip bone),6,bf113175-9596-4a72-95fa-5e18d12eb4ae;4b3973d6-7bce-454e-a3d2-ae4cef242ac9;fd975449-0109-4fd2-b80f-fa5e167b737b;6a8b48b6-5f9f-4cc4-a741-69029d8be4f8;0e79cdbf-de71-4a03-b661-4d78147e50f2;3404ef46-dd76-42af-b64b-9fef30d9356e,좌골결절(Ischial tuberosity)은 어떤 동작에서 체중을 받는 부분인가? | 다음 중 하이라이트 된 뼈의 이름은? | 다음 중 하이라이트 된 뼈의 이름은?
eac8c143-05f9-48c9-b94f-8d6f4511ec41,하지골과 골반,"자유하지골: 대퇴골, 슬개골, 경골, 비골",6,6a8b48b6-5f9f-4cc4-a741-69029d8be4f8;bf113175-9596-4a72-95fa-5e18d12eb4ae;0e79cdbf-de71-4a03-b661-4d78147e50f2;3404ef46-dd76-42af-b64b-9fef30d9356e;582e867c-4614-4d76-8512-b701b5c67cb7;4b3973d6-7bce-454e-a3d2-ae4cef242ac9,대퇴골(Femur)은 인체에서 가장 긴 뼈이다. | 좌골결절(Ischial tuberosity)은 어떤 동작에서 체중을 받는 부분인가? | 다음 중 하이라이트 된 뼈의 이름은?
5d3884c3-4d79-45c7-b6ac-804bfd33242a,하지골과 골반,하지골의 Bony Landmark,6,bf113175-9596-4a72-95fa-5e18d12eb4ae;4b3973d6-7bce-454e-a3d2-ae4cef242ac9;6a8b48b6-5f9f-4cc4-a741-69029d8be4f8;0e79cdbf-de71-4a03-b661-4d78147e50f2;3404ef46-dd76-42af-b64b-9fef30d9356e;582e867c-4614-4d76-8512-b701b5c67cb7,좌골결절(Ischial tuberosity)은 어떤 동작에서 체중을 받는 부분인가? | 다음 중 하이라이트 된 뼈의 이름은? | 대퇴골(Femur)은 인체에서 가장 긴 뼈이다.
38a92b5e-befd-4bf1-a1df-22e749b6e027,하지골과 골반,"발의 뼈: 족근골, 중족골, 족지골",1,f1bdc14e-a898-4de8-b098-c75bb4a415e1,종골(Calcaneus)에 부착하는 건(tendon)은?
f7a038a8-f1ba-43cc-90fd-7c915ce0fdd1,햄스트링과 하퇴 근육,햄스트링 3개 근육,3,7cbf5f6c-45ef-44ec-abaf-55a75c8ffab3;8dbfa52a-327d-4477-9104-3152bc662d1d;9472330b-9190-49be-a282-aa8948b12073,햄스트링 3개 근육의 공통 Action은? | 가자미근(Soleus)은 비복근(Gastrocnemius)과 달리 슬관절 움직임에 관여하지 | 다음 근육의 이름은 무엇이고 어떤 움직임을 만들어 내는가?
5bd5b026-6132-46d2-833a-942b83a3b584,햄스트링과 하퇴 근육,하퇴삼두근: 비복근과 가자미근,3,8dbfa52a-327d-4477-9104-3152bc662d1d;9472330b-9190-49be-a282-aa8948b12073;7cbf5f6c-45ef-44ec-abaf-55a75c8ffab3,가자미근(Soleus)은 비복근(Gastrocnemius)과 달리 슬관절 움직임에 관여하지 | 다음 근육의 이름은 무엇이고 어떤 움직임을 만들어 내는가? | 햄스트링 3개 근육의 공통 Action은?
82f00a12-af68-43e8-9a87-99c4b30ae4b3,햄스트링과 하퇴 근육,슬와근 Popliteus,0,,
1d0f5532-577e-4ecb-bcbe-e06d11de632b,관절의 종류,관절의 6가지 종류,7,80fb67f0-9ed5-4681-bda5-2cd2ece53d14;525b66f4-a11e-407a-88f8-def6ff427faa;d2b93980-2ba3-4e75-a4c5-65192884526f;ede91702-3dd3-48c2-bd06-f6deed222d53;1188142e-2d19-46bb-b3b7-7aa9ee5e4d0a;ce824995-b437-4c3f-8941-f93595fc0a02;ec2bef0b-08f6-4760-8667-fae3ce05890d,"다음 중 관절의 종류(Type)를 모두 고르시오. | 경첩 관절(Hinge joint)에서는 굴곡, 신전, 회전이 모두 일어난다. | 구상 관절(Ball & Socket joint)은 삼평면 운동이 가능하다."
b70ca745-e282-4cf8-8314-055b079470d8,관절의 종류,경첩 관절 (Hinge Joint) 상세,7,ede91702-3dd3-48c2-bd06-f6deed222d53;525b66f4-a11e-407a-88f8-def6ff427faa;80fb67f0-9ed5-4681-bda5-2cd2ece53d14;1188142e-2d19-46bb-b3b7-7aa9ee5e4d0a;d2b93980-2ba3-4e75-a4c5-65192884526f;ce824995-b437-4c3f-8941-f93595fc0a02;ec2bef0b-08f6-4760-8667-fae3ce05890d,"Hinge joint (경첩관절)를 모두 고르시오. | 경첩 관절(Hinge joint)에서는 굴곡, 신전, 회전이 모두 일어난다. | 다음 중 관절의 종류(Type)를 모두 고르시오."
14b777c7-5dd5-4f09-b69e-4bc3db48cc95,관절의 종류,구상 관절 (Ball & Socket Joint) 상세,7,d2b93980-2ba3-4e75-a4c5-65192884526f;525b66f4-a11e-407a-88f8-def6ff427faa;80fb67f0-9ed5-4681-bda5-2cd2ece53d14;1188142e-2d19-46bb-b3b7-7aa9ee5e4d0a;ce824995-b437-4c3f-8941-f93595fc0a02;ede91702-3dd3-48c2-bd06-f6deed222d53;ec2bef0b-08f6-4760-8667-fae3ce05890d,"구상 관절(Ball & Socket joint)은 삼평면 운동이 가능하다. | 경첩 관절(Hinge joint)에서는 굴곡, 신전, 회전이 모두 일어난다. | 다음 중 관절의 종류(Type)를 모두 고르시오."
e1822de6-d79d-4fbd-ba27-b8fb91430f5d,견갑골 근육,승모근 Trapezius,0,,
5b9b178e-fdb3-471b-a729-31a9bf49c7be,견갑골 근육,"능형근, 견갑거근, 전거근",3,6a1729d4-a9c4-40f1-8156-f4820e2424e6;d03c61b0-49d0-4847-9165-a7edebeeb6bb;a437cfaf-916e-4fff-8b76-2a6f447c9edf,전거근(Serratus anterior)의 작용은 견갑골 전인(Protraction)과 상 | 소흉근(Pectoralis minor)의 작용(Action)으로 올바른 것은? | 견갑골 후인(Retraction)을 담당하는 근육으로 올바른 것은?
5919332e-5278-4e00-9c8e-eea695c54850,뼈 촉지,상지 및 견갑골 촉지 랜드마크,0,,
391d9ef9-3bb0-484f-8f68-795d1eb93038,뼈 촉지,몸통 및 척추 촉지 랜드마크,2,d9033f96-ff8a-48b2-bd29-32d54fe7e291;6527dd99-a836-4ac2-af24-051895a9207b,장골능(Iliac crest)은 손끝보다 손바닥 전체로 촉지하는 것이 더 정확하다. | 제4요추는 양쪽 장골능을 잇는 가상의 선이 지나가는 척추 분절이다.
e08d437d-ba21-4641-bd35-9067b0ee93a6,뼈 촉지,골반 촉지 랜드마크,5,d9033f96-ff8a-48b2-bd29-32d54fe7e291;b53c3570-2826-43ab-a713-9b42e1b88227;288c9d0f-4668-47ec-a9e1-2c1dbf92ac5d;52d7bf62-cebc-4aaa-8652-8a210f51c37b;6527dd99-a836-4ac2-af24-051895a9207b,장골능(Iliac crest)은 손끝보다 손바닥 전체로 촉지하는 것이 더 정확하다. | AIIS는 ASIS보다 위쪽에 위치하며 대퇴사두근 중 대퇴직근의 기시가 되는 지점이다. | 다음 중 골반 뒤쪽에 위치하며 자세평가에서 좌우 높이 비교에 활용되는 랜드마크는?
2441918f-f6b7-4e20-9f90-eee97a3dd87c,뼈 촉지,하지(무릎~발목) 촉지 랜드마크,1,52d7bf62-cebc-4aaa-8652-8a210f51c37b,무릎 아래에서 슬개건이 부착되는 뼈 돌출부의 이름은?
092393e9-95c5-4f3f-918b-c7eb0db9b738,발목 근육,전경골근과 후경골근,4,b5dd023e-8fa6-4ed7-854f-7f6753d95a33;837a67f4-596d-4fca-9930-dff5b0d56119;84ae5ec2-7472-49dd-b964-68616c582d39;77499c30-e78b-4267-8116-08f6cf884a2d,전경골근(Tibialis anterior)과 후경골근(Tibialis posterior)은 | 후경골근(Tibialis posterior)의 정지(Insertion)로 올바른 것은? | 후경골근(Tibialis posterior)의 약화는 평발(Flat foot)의 주요 원인
a1142dd8-2755-404c-8160-1c705777232b,발목 근육,비골근군: 장비골근과 단비골근,4,77499c30-e78b-4267-8116-08f6cf884a2d;837a67f4-596d-4fca-9930-dff5b0d56119;b5dd023e-8fa6-4ed7-854f-7f6753d95a33;84ae5ec2-7472-49dd-b964-68616c582d39,장비골근(Fibularis longus)의 Action으로 올바른 것은? | 후경골근(Tibialis posterior)의 정지(Insertion)로 올바른 것은? | 전경골근(Tibialis anterior)과 후경골근(Tibialis posterior)은
5d248f55-7ba9-4a85-a6ec-06606ab1661c,상지 관절,어깨 관절의 5가지 구성,4,8a3b2d65-6995-4a04-ba2c-fa755b897286;4437ce63-d9cb-4e84-8ebd-26bd3eef9b62;56bb832f-9313-4573-9a10-7ecc8b1e1794;8153f6c7-4f24-4c18-be1c-afe9d8a489d7,견흉관절(Scapulothoracic joint)은 해부학적 관절(True joint)이다 | 다음 중 기능적 관절(가짜 관절)은? | 어깨 GH관절(Glenohumeral joint)은 어떤 종류의 관절인가?
cdfa6ca5-4703-4b92-82b5-054c0bd8a24b,상지 관절,팔꿈치 관절과 인대,4,8a3b2d65-6995-4a04-ba2c-fa755b897286;56bb832f-9313-4573-9a10-7ecc8b1e1794;4437ce63-d9cb-4e84-8ebd-26bd3eef9b62;8153f6c7-4f24-4c18-be1c-afe9d8a489d7,견흉관절(Scapulothoracic joint)은 해부학적 관절(True joint)이다 | 어깨 GH관절(Glenohumeral joint)은 어떤 종류의 관절인가? | 다음 중 기능적 관절(가짜 관절)은?
e0e531f8-98a2-4f71-8304-570c4954402b,하지 관절,고관절 (Hip Joint),6,16b3cfff-beb5-4fb5-87c7-f11cece38b5f;6a2a50dd-c73e-4f3b-8054-123487ec695f;e75f6fae-f9ac-41ff-87e9-f6f43adf3994;b939b603-5296-4734-b96a-25a518261fa5;667ce89e-a4b1-4eff-bea7-2a8d2be3f29a;57918292-123b-4040-9cfd-76e0b23c10ec,다음 중 고관절(Hip joint)의 안정성을 높이는 구조물이 아닌 것은? | 다음 관절과 그 종류(Type)의 연결이 모두 올바른 것은? | 발목의 내번(Inversion)과 외번(Eversion)은 거퇴관절(Talocrural j
