lesson_id,chapter,lesson_question,linked_quiz_id,linked_quiz_question,source,note
829b4477-7ac3-493f-8aa1-ba1b9f0a428e,고관절 내전근과 대퇴사두근,봉공근과 대퇴사두근,f967e459-7c0e-45bb-8da5-4483a674357e,대퇴사두근 4개 중 유일하게 고관절 굴곡(Hip flexion)에도 관여하는 근육은?,existing_csv_match,
6dcaa472-351a-4ab8-9bb9-7e9577118d71,"대흉근, 광배근, 대원근",광배근과 대원근,50d74787-8e0f-4ebb-849d-05006bd901b2,광배근(Latissimus dorsi)의 Action에 포함되지 않는 것은?,existing_csv_match,
19e70b5b-b480-430f-9ff6-47da4663e0f9,"대흉근, 광배근, 대원근",대흉근 Pectoralis Major,e14b5ee5-7732-457e-8e90-57317acae5dd,,new_15_insert,
4f99649c-94a5-4531-a812-349209e96238,상지골,상지대와 자유상지골,5e5c7a1b-75dc-40ad-b958-a7f7d40648e8,쇄골(Clavicle)이 연결하는 두 뼈는?,existing_csv_match,
cb3d31ee-f1a7-453a-ac76-0710d5b10e60,상지골,상지골의 Bony Landmark,738e570e-0ce5-4e68-8299-9d9bd05378c4,견갑골의 관절와(Glenoid fossa)와 관절을 이루는 뼈는?,existing_csv_match,
fbebcd05-eee9-404b-bdee-1ef57239ab10,상지골,흉골과 흉곽,1964a593-da33-4b53-b189-40e8389137cb,다음 중 하이라이트 된 뼈의 이름은?,existing_csv_match,
25666a63-4303-4f27-8243-9293c75f0e67,해부학적 면과 축,해부학적 면 (Anatomical Planes)의 개념,521fdfb2-927a-4a48-8374-4e62c022c808,다음은 어떤 면을 나타낸 그림인가?,existing_csv_match,
bb5c925f-d822-45d5-b2c0-615d64f17c07,해부학적 면과 축,시상면 (Sagittal Plane),3374a02c-725d-4d43-8fbc-797c636442ce,다음 중 횡단면(Transverse Plane)에서 일어나는 움직임을 모두 포함한 것은?,existing_csv_match,
398c0970-c1f1-4d56-8aa3-d81d73bd40b5,해부학적 면과 축,관상면/전두면 (Frontal/Coronal Plane),c2ff4fad-e808-428f-9db1-1c3bdc4a6893,Frontal Plane(전두면)과 Coronal Plane(관상면)은 서로 다른 면이다.,existing_csv_match,
73b49e2f-d3d2-4e10-9739-7dff593b46db,해부학적 면과 축,횡단면/수평면 (Transverse/Horizontal Plane),3374a02c-725d-4d43-8fbc-797c636442ce,다음 중 횡단면(Transverse Plane)에서 일어나는 움직임을 모두 포함한 것은?,existing_csv_match,"CONFLICT: 모든 후보가 이미 다른 lesson에 배정됨 - rank1 중복 사용, PM 검토 필요"
7ac5f3aa-95bf-4d77-8178-ec93b711397a,척추,척추의 구성과 개수,177fda4f-0fd8-49ea-a053-2dd4538fc325,"경추, 흉추, 요추의 개수를 올바르게 나열한 것은?",existing_csv_match,
797a745b-348b-4e3d-9e80-f5c1e51f722d,척추,척추의 만곡 (Spinal Curves),8bdc7355-5097-4170-8d2c-b4d723f0dfc1,요추(Lumbar spine)의 만곡은?,existing_csv_match,
38a0ec16-3223-4890-b4cf-32e6ad593325,척추,특수 경추: C1(Atlas)과 C2(Axis),e0db6c13-54a8-4abf-a8b8-2b81434a1f18,,new_15_insert,
ca6a66ec-d1a3-491b-831a-35440ebd7c7b,하지골과 골반,골반뼈 (Pelvic bone/Hip bone),bf113175-9596-4a72-95fa-5e18d12eb4ae,좌골결절(Ischial tuberosity)은 어떤 동작에서 체중을 받는 부분인가?,existing_csv_match,
eac8c143-05f9-48c9-b94f-8d6f4511ec41,하지골과 골반,"자유하지골: 대퇴골, 슬개골, 경골, 비골",6a8b48b6-5f9f-4cc4-a741-69029d8be4f8,대퇴골(Femur)은 인체에서 가장 긴 뼈이다.,existing_csv_match,
5d3884c3-4d79-45c7-b6ac-804bfd33242a,하지골과 골반,하지골의 Bony Landmark,4b3973d6-7bce-454e-a3d2-ae4cef242ac9,다음 중 하이라이트 된 뼈의 이름은?,existing_csv_match,
38a92b5e-befd-4bf1-a1df-22e749b6e027,하지골과 골반,"발의 뼈: 족근골, 중족골, 족지골",f1bdc14e-a898-4de8-b098-c75bb4a415e1,종골(Calcaneus)에 부착하는 건(tendon)은?,existing_csv_match,
f7a038a8-f1ba-43cc-90fd-7c915ce0fdd1,햄스트링과 하퇴 근육,햄스트링 3개 근육,7cbf5f6c-45ef-44ec-abaf-55a75c8ffab3,햄스트링 3개 근육의 공통 Action은?,existing_csv_match,
5bd5b026-6132-46d2-833a-942b83a3b584,햄스트링과 하퇴 근육,하퇴삼두근: 비복근과 가자미근,8dbfa52a-327d-4477-9104-3152bc662d1d,가자미근(Soleus)은 비복근(Gastrocnemius)과 달리 슬관절 움직임에 관여하지,existing_csv_match,
82f00a12-af68-43e8-9a87-99c4b30ae4b3,햄스트링과 하퇴 근육,슬와근 Popliteus,617a6a12-8f72-4ba2-8b62-0ba3b0c957d5,,new_15_insert,
1d0f5532-577e-4ecb-bcbe-e06d11de632b,관절의 종류,관절의 6가지 종류,80fb67f0-9ed5-4681-bda5-2cd2ece53d14,다음 중 관절의 종류(Type)를 모두 고르시오.,existing_csv_match,
b70ca745-e282-4cf8-8314-055b079470d8,관절의 종류,경첩 관절 (Hinge Joint) 상세,ede91702-3dd3-48c2-bd06-f6deed222d53,Hinge joint (경첩관절)를 모두 고르시오.,existing_csv_match,
14b777c7-5dd5-4f09-b69e-4bc3db48cc95,관절의 종류,구상 관절 (Ball & Socket Joint) 상세,d2b93980-2ba3-4e75-a4c5-65192884526f,구상 관절(Ball & Socket joint)은 삼평면 운동이 가능하다.,existing_csv_match,
e1822de6-d79d-4fbd-ba27-b8fb91430f5d,견갑골 근육,승모근 Trapezius,d28898b9-f3f0-4163-904d-a958cb1797b5,,new_15_insert,
5b9b178e-fdb3-471b-a729-31a9bf49c7be,견갑골 근육,"능형근, 견갑거근, 전거근",6a1729d4-a9c4-40f1-8156-f4820e2424e6,전거근(Serratus anterior)의 작용은 견갑골 전인(Protraction)과 상,existing_csv_match,
5919332e-5278-4e00-9c8e-eea695c54850,뼈 촉지,상지 및 견갑골 촉지 랜드마크,aff2727c-ed91-4f12-b0f3-faeea427c074,,new_15_insert,추가 후보 존재: 613a8495-82d4-4793-a372-90da10b20f45
391d9ef9-3bb0-484f-8f68-795d1eb93038,뼈 촉지,몸통 및 척추 촉지 랜드마크,d9033f96-ff8a-48b2-bd29-32d54fe7e291,장골능(Iliac crest)은 손끝보다 손바닥 전체로 촉지하는 것이 더 정확하다.,existing_csv_match,
e08d437d-ba21-4641-bd35-9067b0ee93a6,뼈 촉지,골반 촉지 랜드마크,b53c3570-2826-43ab-a713-9b42e1b88227,AIIS는 ASIS보다 위쪽에 위치하며 대퇴사두근 중 대퇴직근의 기시가 되는 지점이다.,existing_csv_match,
2441918f-f6b7-4e20-9f90-eee97a3dd87c,뼈 촉지,하지(무릎~발목) 촉지 랜드마크,52d7bf62-cebc-4aaa-8652-8a210f51c37b,무릎 아래에서 슬개건이 부착되는 뼈 돌출부의 이름은?,existing_csv_match,
092393e9-95c5-4f3f-918b-c7eb0db9b738,발목 근육,전경골근과 후경골근,b5dd023e-8fa6-4ed7-854f-7f6753d95a33,전경골근(Tibialis anterior)과 후경골근(Tibialis posterior)은,existing_csv_match,
a1142dd8-2755-404c-8160-1c705777232b,발목 근육,비골근군: 장비골근과 단비골근,77499c30-e78b-4267-8116-08f6cf884a2d,장비골근(Fibularis longus)의 Action으로 올바른 것은?,existing_csv_match,
5d248f55-7ba9-4a85-a6ec-06606ab1661c,상지 관절,어깨 관절의 5가지 구성,8a3b2d65-6995-4a04-ba2c-fa755b897286,견흉관절(Scapulothoracic joint)은 해부학적 관절(True joint)이다,existing_csv_match,
cdfa6ca5-4703-4b92-82b5-054c0bd8a24b,상지 관절,팔꿈치 관절과 인대,56bb832f-9313-4573-9a10-7ecc8b1e1794,어깨 GH관절(Glenohumeral joint)은 어떤 종류의 관절인가?,existing_csv_match,
e0e531f8-98a2-4f71-8304-570c4954402b,하지 관절,고관절 (Hip Joint),16b3cfff-beb5-4fb5-87c7-f11cece38b5f,다음 중 고관절(Hip joint)의 안정성을 높이는 구조물이 아닌 것은?,existing_csv_match,
ee3b5b18-d720-4bf7-952c-2909f17fb740,하지 관절,슬관절과 인대,b939b603-5296-4734-b96a-25a518261fa5,슬관절에서 경골의 전방 이동을 방지하는 인대는?,existing_csv_match,
82208f05-296a-438e-88dc-cdb30c2ceb13,하지 관절,발목 관절,e75f6fae-f9ac-41ff-87e9-f6f43adf3994,발목의 내번(Inversion)과 외번(Eversion)은 거퇴관절(Talocrural j,existing_csv_match,
0c4bc30b-f35f-4fee-8761-c7f08da0706f,관절의 기초,관절(Joint)이란?,79ae07dd-19f8-4b38-8fc1-e35ba633b9a3,관절가동범위(ROM)를 결정하는 주요 요인은?,existing_csv_match,
152b0d62-0631-4fbe-b1d0-67543967c5cc,관절의 기초,관절의 기본 구조 (주변 구조물),6111f07f-3516-40e0-a3e1-9d883cf11e6e,다음 중 관절 주변 구조물의 역할이 아닌 것은?,existing_csv_match,
920268c1-ff18-4cfb-8f93-c80fee7ba227,관절의 기초,관절 운동 형상학 (Arthrokinematics),a70314ca-2408-46ad-8cb0-72a3df176e27,,new_15_insert,
11783fcc-755a-4301-881d-b658c295ff94,목 근육,흉쇄유돌근 SCM,817bdec4-9bc8-435a-b6c6-4b5ece9d61ab,SCM(흉쇄유돌근)의 정지(Insertion)는?,existing_csv_match,
0b5ef135-9f47-47d1-bb7c-4d14f3f55a6b,목 근육,사각근 Scalene,7c5a6c9a-84d2-4a10-8898-a06025ac871a,"사각근(Scalene)은 호흡 시 제1, 2 늑골을 들어올리는 호흡 보조근이다.",existing_csv_match,
1738f0a2-7fda-4dc6-99b5-43594269d4b9,목 근육,목 신전근과 후두하근,e029290d-27cc-40a6-b6d7-667f6b51a476,다음 근육들은 어떤 움직임을 만들어내는 그룹인가?,existing_csv_match,
e63f596f-87d2-47c7-a5ee-2ced07a352c7,자세의 이해,자세(Posture)란 무엇인가,500b73d2-dd8d-4e55-b279-c69d7103bab4,이상적인 자세(Ideal posture)에 대한 설명으로 가장 적절한 것은?,existing_csv_match,
45cc403f-4e8a-44e8-bb73-0037c770f721,자세의 이해,부적절한 자세와 근골격계 통증의 관계,4f3d9070-5a2d-419c-8ae5-1ccb38e8dbc5,부적절한 자세를 가진 사람은 반드시 근골격계 통증을 겪는다.,existing_csv_match,
5439d858-8eff-41c4-bca3-8d45f264cb09,자세의 이해,자세에 영향을 미치는 요인,259ae009-6063-4e77-ba01-c3f7ef215a34,"자세에 영향을 미치는 요인에는 생활습관, 근육 불균형, 구조적 요인뿐 아니라 심리·정서적 요인도 포함된다.",manual_pm_designation,
a48032ea-e343-4ed8-84c4-0581c2315abc,자세의 이해,자세평가의 목적과 시기,0b61035a-5fc4-4b56-a86e-2e5524981de6,자세평가를 실시하는 목적으로 옳지 않은 것은?,manual_pm_designation,
115024e6-a117-4bf0-91ec-53344692a8d2,근육의 기초,근육 수축의 종류,4a94a901-1137-452a-91aa-a7026cc9133b,신장성 수축(Eccentric contraction)은 근육이 길어지면서 힘을 생산하는 수,existing_csv_match,
b44529b5-34e5-427a-9ae5-8e9b8d1ccc9f,근육의 기초,작용에 따른 근육 분류,3a9427a8-dd13-4b28-aff8-456ebe1cb6f9,,new_15_insert,
4713d50b-2d18-4fdf-b0e1-9a29f1e0baee,근육의 기초,고유수용성 감각기: 근방추와 GTO,fc2649a4-8f3c-43b1-af4a-db33a72ac49a,근방추(Muscle spindle)는 근육의 과한 수축에 반응하여 해당 근육을 이완시킨다.,existing_csv_match,
b451ca1c-5306-449a-94b3-a9e0e5dbcc96,해부학적 방향 용어,"기본 방향 용어: Superior/Inferior, Anterior/Posterior",80b1d981-d02d-4169-8c3d-97d58bd9dfb0,,new_15_insert,
640fa35f-3c2f-4801-a68a-e4bcb0d64c22,해부학적 방향 용어,"기본 방향 용어: Medial/Lateral, Proximal/Distal",0a1896a6-6406-406a-b11a-0d6f944ee574,경골(Tibia)은 비골(Fibula)보다 Lateral(외측)에 위치한다.,existing_csv_match,
8d337f83-f9b5-4163-8945-755b3479c276,해부학적 방향 용어,"추가 방향 용어: Superficial/Deep, Ipsilateral/Contralateral",624ace2e-b046-42ef-906a-67baa5d2cdb0,복횡근(Transverse abdominis)은 복직근(Rectus abdominis)에,existing_csv_match,
74b861b0-af80-4640-9780-222e8909bf2f,뼈의 기초와 분류,뼈의 기능,10750451-4cf2-44e6-ac5a-d6f4c897ba35,,new_15_insert,
30a0a087-3aed-4dfe-9c1a-1344980e1026,뼈의 기초와 분류,뼈의 형태에 따른 분류,e262e4fc-cfaf-40ac-9dbe-a054086e78db,다음 중 Long bone(장골)에 해당하는 것은?,existing_csv_match,
275f0e91-27f6-4cd6-8414-74c785f2f19b,뼈의 기초와 분류,축골격(Axial)과 사지골격(Appendicular),c3e71907-931f-41bd-ab21-b5c063696b49,다음 뼈의 분류에서 사지를 뭐라고 부르는가?,existing_csv_match,
449ad8b0-8207-4710-b34a-811358ba0969,척추 근육,척추기립근 Erector Spinae,ed38b6c8-1934-49f5-a6ec-cd8a6d3da1c3,척추기립근(Erector spinae)을 구성하는 3개의 근육은?,existing_csv_match,
2e44e753-86a1-4dc4-9376-3d9114cec399,척추 근육,다열근과 요방형근,ae0e9e15-fc14-48b0-b1ea-47ba7a978e9c,Erector spinae(척추기립근)의 구성 근육으로 올바른 것은?,existing_csv_match,
b52add47-2f72-4521-99d7-0f02e296c108,자세 평가 방법,이상적 정렬(Normal Posture) 기준,b4ecf55a-4cc0-4dd0-b5f3-5d8a43c4f162,이상적 정렬(Normal posture)에서 골반 중립을 판단하는 기준으로 옳은 것은?,existing_csv_match,
c2c60086-2982-4d43-99eb-2630719bf7ad,자세 평가 방법,Kendall 4체형 개관 및 척추전만·후만-전만 자세,dcb7c28e-b8a4-4530-a0e2-e63a713c61c3,Kendall의 4가지 대표 자세 중 후만-전만 자세(Kyphosis-Lordosis)에서,existing_csv_match,
0584aa77-dc03-4634-9409-adb2bb79e23b,자세 평가 방법,Kendall 편평등·굽은등 자세,e1625f92-1da1-4470-95f9-447b9aa36245,Kendall 4체형 중 요추가 굴곡되어 일직선에 가깝고 골반이 후방경사되는 자세는?,existing_csv_match,
0fb61f8f-105e-4cb6-8dfe-9557aa4f7a66,자세 평가 방법,골반 위치 평가 — 후면 정렬,616c01a4-782b-4565-9145-2d225dd89cdf,ASIS와 PSIS가 이루는 각도가 0~15도 범위 안에 있으면 골반 좌우 수평 정렬이 정,existing_csv_match,
986762ca-d4e7-4ac1-9bfd-4da49b763f87,자세 평가 방법,"하지 정렬 평가 — 내반슬/외반슬, 아치 평가",9248e1dc-e92a-421f-9586-f7b7852f66ad,Navicular drop test에서 양성(과도한 회내 시사)으로 판단하는 기준은?,existing_csv_match,
