id,chapter_id,chapter_title,course_title,order_index,content_type,question,explanation
bb5c925f-d822-45d5-b2c0-615d64f17c07,61e82564-b076-4771-8503-f8f71202a376,해부학적 면과 축,해부학 기초,2,lesson,시상면 (Sagittal Plane),"시상면(Sagittal Plane)은 인체를 좌(왼쪽)와 우(오른쪽)로 나누는 수직면입니다.

• 정중시상면(Midsagittal/Median Plane): 정확히 좌우 대칭으로 나누는 면
• 방시상면(Parasagittal Plane): 정중앙에서 벗어난 좌우 분할 면

시상면에서 일어나는 움직임:
• Flexion (굴곡)
• Extension (신전)
• Dorsiflexion (배측굴곡)
• Plantarflexion (저측굴곡)"
398c0970-c1f1-4d56-8aa3-d81d73bd40b5,61e82564-b076-4771-8503-f8f71202a376,해부학적 면과 축,해부학 기초,3,lesson,관상면/전두면 (Frontal/Coronal Plane),"관상면(Frontal Plane = Coronal Plane)은 인체를 전(앞)과 후(뒤)로 나누는 수직면입니다.

⚠️ Frontal Plane과 Coronal Plane은 같은 면입니다!

관상면에서 일어나는 움직임:
• Abduction (외전) — 몸 중심에서 멀어지는 움직임
• Adduction (내전) — 몸 중심으로 가까워지는 움직임
• Lateral Flexion (외측굴곡) — 몸통의 옆으로 구부리기
• Inversion/Eversion (내번/외번) — 발목의 안/바깥 기울임"
73b49e2f-d3d2-4e10-9739-7dff593b46db,61e82564-b076-4771-8503-f8f71202a376,해부학적 면과 축,해부학 기초,4,lesson,횡단면/수평면 (Transverse/Horizontal Plane),"횡단면(Transverse Plane = Horizontal Plane)은 인체를 상(위)과 하(아래)로 나누는 수평면입니다.

횡단면에서 일어나는 움직임:
• Internal Rotation (내회전) — 몸 안쪽으로의 회전
• External Rotation (외회전) — 몸 바깥쪽으로의 회전
• Pronation (회내) — 전완의 안쪽 회전
• Supination (회외) — 전완의 바깥 회전
• Horizontal Abduction/Adduction (수평 외전/내전)"
c2ff4fad-e808-428f-9db1-1c3bdc4a6893,61e82564-b076-4771-8503-f8f71202a376,해부학적 면과 축,해부학 기초,5,quiz,Frontal Plane(전두면)과 Coronal Plane(관상면)은 서로 다른 면이다.,Frontal Plane(전두면)과 Coronal Plane(관상면)은 같은 면의 다른 이름입니다. 둘 다 인체를 전(앞)과 후(뒤)로 나누는 수직면을 가리킵니다. 시험에서 이 두 용어를 별도 선지로 제시하여 혼동을 유도하므로 주의해야 합니다.
6f8563d0-0f15-4c72-a370-d5fd30dc0ff7,61e82564-b076-4771-8503-f8f71202a376,해부학적 면과 축,해부학 기초,6,quiz,팔꿈치를 구부리는 Elbow Flexion 동작은 어떤 면에서 일어나는 움직임인가?,"Flexion(굴곡)과 Extension(신전)은 시상면(Sagittal Plane)에서 일어나는 움직임입니다. 시상면은 인체를 좌우로 나누며, 앞뒤로 구부리고 펴는 동작이 이 면에서 발생합니다."
af4f7f5f-0189-46a5-8e51-4eeb9c7a184d,61e82564-b076-4771-8503-f8f71202a376,해부학적 면과 축,해부학 기초,7,quiz,어깨를 옆으로 들어올리는 Shoulder Abduction은 어떤 면에서 일어나는 움직임인가?,"Abduction(외전)과 Adduction(내전)은 관상면(Frontal/Coronal Plane)에서 일어나는 움직임입니다. 관상면은 인체를 전후로 나누며, 좌우로 벌리고 모으는 동작이 이 면에서 발생합니다."
521fdfb2-927a-4a48-8374-4e62c022c808,61e82564-b076-4771-8503-f8f71202a376,해부학적 면과 축,해부학 기초,8,exam,다음은 어떤 면을 나타낸 그림인가?,"그림은 인체를 좌우로 나누는 시상면(Sagittal Plane)을 보여줍니다. 보기 1번 Frontal Plane(전두면)과 3번 Coronal Plane(관상면)은 같은 면의 다른 이름이므로, 두 보기 모두 정답이 될 수 없습니다(하나만 정답인 문제에서 같은 면이 2개면 둘 다 오답). 이것이 시험의 출제 의도입니다."
f752ab52-0001-4184-847f-b80b8574f769,61e82564-b076-4771-8503-f8f71202a376,해부학적 면과 축,해부학 기초,9,exam,다음은 어떤 면에서 신체를 관찰하는 것인가?,"그림은 인체의 측면(옆모습)에서 관찰하는 시상면(Sagittal Plane)을 보여줍니다. 보기 1번 Frontal Plane과 3번 Coronal Plane은 모두 '관상면'이라는 같은 뜻의 한국어 번역이 적혀 있어, 둘 다 같은 면을 가리킵니다."
3374a02c-725d-4d43-8fbc-797c636442ce,61e82564-b076-4771-8503-f8f71202a376,해부학적 면과 축,해부학 기초,10,exam,다음 중 횡단면(Transverse Plane)에서 일어나는 움직임을 모두 포함한 것은?,"횡단면(Transverse Plane)에서는 회전(Rotation) 계열 움직임이 일어납니다: Internal/External Rotation, Pronation/Supination, Horizontal Abduction/Adduction 등. Flexion/Extension은 시상면, Abduction/Adduction은 관상면, Dorsiflexion/Plantarflexion은 시상면에서 일어납니다."
ec4d812c-a27d-4af9-9c2e-354918b2381c,61e82564-b076-4771-8503-f8f71202a376,해부학적 면과 축,해부학 기초,11,exam,다음 각 면과 움직임의 연결이 올바른 것은?,"시상면(Sagittal Plane)에서는 Flexion/Extension이 일어납니다. Abduction/Adduction은 관상면, Lateral Flexion도 관상면에서 일어납니다."
b451ca1c-5306-449a-94b3-a9e0e5dbcc96,ee39f006-ac8d-4c44-a1bc-3ae9e0de46f3,해부학적 방향 용어,해부학 기초,1,lesson,"기본 방향 용어: Superior/Inferior, Anterior/Posterior","해부학적 방향 용어는 인체의 위치를 정확히 표현하기 위한 표준 용어입니다.

① Superior (상방) / Inferior (하방)
• Superior = 위쪽 (머리 방향, Cranial)
• Inferior = 아래쪽 (발 방향, Caudal)
• 예: 머리는 목보다 Superior, 발은 무릎보다 Inferior

② Anterior (전방) / Posterior (후방)
• Anterior = 앞쪽 (Ventral)
• Posterior = 뒤쪽 (Dorsal)
• 예: 가슴은 등보다 Anterior, 엉덩이는 배보다 Posterior"
640fa35f-3c2f-4801-a68a-e4bcb0d64c22,ee39f006-ac8d-4c44-a1bc-3ae9e0de46f3,해부학적 방향 용어,해부학 기초,2,lesson,"기본 방향 용어: Medial/Lateral, Proximal/Distal","③ Medial (내측) / Lateral (외측)
• Medial = 몸의 정중선(midline)에 가까운 쪽
• Lateral = 몸의 정중선에서 먼 쪽
• 예: 엄지손가락은 새끼손가락보다 Lateral (해부학적 자세에서), 무릎 안쪽 = Medial knee

④ Proximal (근위) / Distal (원위)
• Proximal = 몸통(중심)에 가까운 쪽
• Distal = 몸통에서 먼 쪽
• 예: 어깨는 손목보다 Proximal, 손가락은 팔꿈치보다 Distal
• 주로 사지(팔, 다리)에서 사용"
8d337f83-f9b5-4163-8945-755b3479c276,ee39f006-ac8d-4c44-a1bc-3ae9e0de46f3,해부학적 방향 용어,해부학 기초,3,lesson,"추가 방향 용어: Superficial/Deep, Ipsilateral/Contralateral","⑤ Superficial (표재/얕은) / Deep (심부/깊은)
• Superficial = 피부 표면에 가까운
• Deep = 피부 표면에서 먼, 몸 안쪽의
• 예: 피부는 근육보다 Superficial, 뼈는 근육보다 Deep

⑥ Ipsilateral (동측) / Contralateral (반대측)
• Ipsilateral = 같은 쪽
• Contralateral = 반대 쪽
• 예: 오른손과 오른발은 Ipsilateral, 오른손과 왼발은 Contralateral"
0a1896a6-6406-406a-b11a-0d6f944ee574,ee39f006-ac8d-4c44-a1bc-3ae9e0de46f3,해부학적 방향 용어,해부학 기초,4,quiz,경골(Tibia)은 비골(Fibula)보다 Lateral(외측)에 위치한다.,"경골(Tibia)은 하퇴부의 안쪽(Medial)에 위치하는 굵은 뼈이고, 비골(Fibula)은 바깥쪽(Lateral)에 위치하는 가는 뼈입니다. 따라서 경골이 비골보다 Medial에 있으므로 'Lateral'이라는 설명은 틀립니다."
686521b1-b59f-48a3-b39a-783a200bf534,ee39f006-ac8d-4c44-a1bc-3ae9e0de46f3,해부학적 방향 용어,해부학 기초,5,quiz,어깨는 손목에 비해 어떤 방향에 위치하는가?,"Proximal(근위)은 몸통에 가까운 쪽, Distal(원위)은 몸통에서 먼 쪽입니다. 어깨는 손목보다 몸통에 가까우므로 Proximal에 위치합니다."
ab45e298-606b-4e80-b11a-a79bc7023037,ee39f006-ac8d-4c44-a1bc-3ae9e0de46f3,해부학적 방향 용어,해부학 기초,6,exam,다음 중 방향 용어의 설명이 올바른 것은?,Proximal = 몸통에 가까운 쪽(근위). Superior = 위쪽(상방). Anterior = 앞쪽(전방). Medial = 정중선에 가까운 쪽(내측).
624ace2e-b046-42ef-906a-67baa5d2cdb0,ee39f006-ac8d-4c44-a1bc-3ae9e0de46f3,해부학적 방향 용어,해부학 기초,7,exam,복횡근(Transverse abdominis)은 복직근(Rectus abdominis)에 비해 어떤 위치에 있는가?,"복횡근(Transverse abdominis)은 복부 근육 중 가장 깊은 층에 위치하며, 복직근(Rectus abdominis)은 가장 표면에 위치합니다. 따라서 복횡근은 복직근보다 Deep(심부)에 있습니다.

복부 근육 층 순서 (표면→깊은): 복직근 → 외복사근 → 내복사근 → 복횡근"
ae6bd6ab-ffea-4b1d-8199-4b15e0e50d53,ee39f006-ac8d-4c44-a1bc-3ae9e0de46f3,해부학적 방향 용어,해부학 기초,8,exam,해부학적 자세에서 엄지손가락(Thumb)은 새끼손가락(Little finger)에 비해 어떤 방향에 위치하는가?,"해부학적 자세에서 손바닥이 전방을 향할 때, 엄지손가락은 몸의 바깥쪽(Lateral)에, 새끼손가락은 안쪽(Medial)에 위치합니다. 일상적으로 팔을 내렸을 때(손바닥이 몸쪽) 엄지가 앞에 있어 혼동되지만, 해부학적 자세 기준으로 판단해야 합니다."
43e95e82-9d17-4f49-ab79-9c8404fa90cd,31c299a9-9ae0-43e3-8d20-021c629c33e3,관절 움직임 용어,해부학 기초,1,lesson,기본 움직임 용어: Flexion/Extension,"① Flexion (굴곡): 관절을 구부려 두 분절 사이의 각도가 줄어드는 움직임
• 예: 팔꿈치 굴곡, 고관절 굴곡(다리 앞으로 들기), 슬관절 굴곡(무릎 구부리기)

② Extension (신전): 관절을 펴서 두 분절 사이의 각도가 늘어나는 움직임
• 예: 팔꿈치 신전, 고관절 신전(다리 뒤로 뻗기), 슬관절 신전(무릎 펴기)

③ Hyperextension (과신전): 정상 ROM을 넘어선 신전
• 예: 허리를 과도하게 젖히는 것"
e715285f-efd0-4845-b97c-0139a55ea6f3,31c299a9-9ae0-43e3-8d20-021c629c33e3,관절 움직임 용어,해부학 기초,2,lesson,기본 움직임 용어: Abduction/Adduction,"③ Abduction (외전): 몸의 정중선에서 멀어지는 움직임
• 예: 팔을 옆으로 들어올리기 (Shoulder Abduction)
• 예: 다리를 옆으로 벌리기 (Hip Abduction)

④ Adduction (내전): 몸의 정중선으로 가까워지는 움직임
• 예: 벌린 팔을 몸쪽으로 내리기 (Shoulder Adduction)
• 예: 벌린 다리를 모으기 (Hip Adduction)

관상면(Frontal/Coronal Plane)에서 일어납니다."
ae836ab7-1ff8-43b3-8bbd-f13cd7113e78,31c299a9-9ae0-43e3-8d20-021c629c33e3,관절 움직임 용어,해부학 기초,3,lesson,"기본 움직임 용어: Rotation, Pronation/Supination","⑤ Internal Rotation (내회전): 몸의 안쪽으로 회전
• 예: 어깨 내회전 — 팔을 안쪽으로 돌림
• 예: 고관절 내회전 — 무릎이 안쪽을 향하게 돌림

⑥ External Rotation (외회전): 몸의 바깥쪽으로 회전
• 예: 어깨 외회전 — 팔을 바깥쪽으로 돌림
• 예: 고관절 외회전 — 무릎이 바깥을 향하게 돌림

⑦ Pronation (회내): 전완(Forearm)에서 손바닥을 아래로 향하게 돌림
⑧ Supination (회외): 전완에서 손바닥을 위로 향하게 돌림

횡단면(Transverse Plane)에서 일어납니다."
21658ce2-c18f-4139-8150-1ffd63fed96f,31c299a9-9ae0-43e3-8d20-021c629c33e3,관절 움직임 용어,해부학 기초,4,lesson,"특수 움직임 용어: 발목, 견갑골","발목(Ankle) 특수 움직임:
• Inversion (내번): 발바닥이 안쪽(Medial)을 향하게 기울임
• Eversion (외번): 발바닥이 바깥쪽(Lateral)을 향하게 기울임

견갑골(Scapula) 움직임:
• Elevation (거상/상승): 견갑골을 위로 올림 (어깨 으쓱)
• Depression (하강): 견갑골을 아래로 내림
• Protraction (전인): 견갑골을 앞으로 밀어냄 (어깨를 앞으로)
• Retraction (후인): 견갑골을 뒤로 당김 (어깨를 뒤로, 날개뼈 모으기)
• Upward Rotation (상방회전): 견갑골 하각이 바깥위쪽으로 회전
• Downward Rotation (하방회전): 견갑골 하각이 안쪽아래로 회전"
a79f5351-ff31-4b25-ba91-217141c3ff36,31c299a9-9ae0-43e3-8d20-021c629c33e3,관절 움직임 용어,해부학 기초,5,lesson,어깨 관절 vs 견갑골 움직임 구분,"어깨 복합체에는 여러 관절이 있으며, 각 관절에서 일어나는 움직임이 다릅니다.

견관절(Glenohumeral joint, 어깨 관절)의 움직임:
• Flexion / Extension (굴곡/신전)
• Abduction / Adduction (외전/내전)
• Internal Rotation / External Rotation (내회전/외회전)
• Horizontal Abduction / Horizontal Adduction (수평외전/수평내전)

견갑골(Scapulothoracic, 견흉관절)의 움직임:
• Elevation / Depression (거상/하강)
• Protraction / Retraction (전인/후인)
• Upward Rotation / Downward Rotation (상방회전/하방회전)"
fddad111-932a-49a7-a138-cbb9923d3a2e,31c299a9-9ae0-43e3-8d20-021c629c33e3,관절 움직임 용어,해부학 기초,6,quiz,Dorsiflexion(배측굴곡)은 발끝을 정강이 쪽으로 당기는 발목 움직임이다.,"Dorsiflexion(배측굴곡)은 발등(dorsum) 방향으로의 움직임으로, 발끝을 정강이 쪽으로 당기는 것입니다. 반대로 Plantarflexion(저측굴곡)은 발바닥(plantar) 방향, 즉 발끝을 아래로 내리는 것입니다."
629c3462-a703-404a-81e8-056025d490d1,31c299a9-9ae0-43e3-8d20-021c629c33e3,관절 움직임 용어,해부학 기초,7,quiz,견갑골을 뒤로 당겨 날개뼈를 모으는 움직임은?,"Retraction(후인)은 견갑골을 척추 쪽으로 당기는 움직임으로, '날개뼈 모으기'라고도 합니다. Protraction(전인)은 반대로 견갑골을 앞으로 밀어내는 것입니다."
4e8591a9-21c0-4bfb-a516-67b9232c1c80,31c299a9-9ae0-43e3-8d20-021c629c33e3,관절 움직임 용어,해부학 기초,8,quiz,Pronation(회내)은 어깨 관절(Glenohumeral joint)에서 일어나는 움직임이다.,"Pronation(회내)은 전완(Forearm)의 움직임으로, 요골(Radius)이 척골(Ulna) 위를 넘어가며 손바닥을 아래로 향하게 합니다. 어깨 관절(Glenohumeral joint)의 움직임이 아닙니다. 어깨에서의 회전은 Internal/External Rotation입니다."
47efc914-d8ab-44af-8117-2d118768bec9,31c299a9-9ae0-43e3-8d20-021c629c33e3,관절 움직임 용어,해부학 기초,9,exam,다음 중 어깨 관절의 움직임이 아닌 것은?,"Pronation(회내)은 전완(Forearm)의 움직임이지 어깨 관절의 움직임이 아닙니다. 어깨 관절에서는 Flexion/Extension, Abduction/Adduction, Internal/External Rotation, Horizontal Abduction/Adduction이 일어납니다."
cf9295f8-4267-48c3-af8c-bc5a7821b106,31c299a9-9ae0-43e3-8d20-021c629c33e3,관절 움직임 용어,해부학 기초,10,exam,다음 중 어깨 관절의 움직임이 아닌 것은?,"Depression(하강)은 견갑골(Scapula)의 움직임이지 어깨 관절(Glenohumeral joint)의 움직임이 아닙니다. 견갑골의 움직임에는 Elevation/Depression, Protraction/Retraction, Upward/Downward Rotation이 있습니다."
cf993ff5-9c67-4c79-a323-83b54f417dc8,31c299a9-9ae0-43e3-8d20-021c629c33e3,관절 움직임 용어,해부학 기초,11,exam,다음은 Scapular(견갑골)의 어떤 움직임인가?,"이미지에서 견갑골이 아래 방향으로 내려가는 모습을 보여줍니다. Depression(하강)은 견갑골을 아래로 내리는 움직임입니다. 견갑거근(Levator scapula)의 반대 동작이며, 하부 승모근(Lower trapezius)이 관여합니다."
1e00e62e-762d-4f2d-b78c-6b43eeeb2bcc,31c299a9-9ae0-43e3-8d20-021c629c33e3,관절 움직임 용어,해부학 기초,12,exam,다음 중 관상면(Frontal Plane)에서 일어나는 움직임만으로 구성된 것은?,"관상면(Frontal/Coronal Plane)에서는 Abduction(외전), Adduction(내전), Lateral Flexion(외측굴곡), Inversion/Eversion(내번/외번)이 일어납니다.

보기 1: 시상면 움직임
보기 3: 횡단면 움직임
보기 4: 3개의 서로 다른 면 움직임 혼합"
04901c2c-04c0-4b74-b750-318faf624270,31c299a9-9ae0-43e3-8d20-021c629c33e3,관절 움직임 용어,해부학 기초,13,exam,발목에서 발바닥이 안쪽(Medial)을 향하게 기울이는 움직임은?,"Inversion(내번)은 발바닥이 안쪽(Medial)을 향하게 기울이는 움직임입니다. Eversion(외번)은 반대로 바깥쪽(Lateral)을 향하게 기울입니다.

Dorsiflexion은 발등 방향 구부림, Plantarflexion은 발바닥 방향 구부림으로, 내번/외번과는 다른 축의 움직임입니다."
74b861b0-af80-4640-9780-222e8909bf2f,f26381b9-9bba-4292-9612-2d3918bd642b,뼈의 기초와 분류,골격계,1,lesson,뼈의 기능,"뼈(Bone)는 인체에서 다양한 기능을 수행합니다:

① 지지(Support): 몸의 구조를 유지하고 지탱
② 보호(Protection): 내부 장기 보호 (두개골→뇌, 흉곽→심폐)
③ 운동(Movement): 근육이 부착하여 지렛대 역할
④ 조혈(Hematopoiesis): 골수에서 혈액세포 생성
⑤ 무기질 저장(Mineral Storage): 칼슘, 인 등 저장"
30a0a087-3aed-4dfe-9c1a-1344980e1026,f26381b9-9bba-4292-9612-2d3918bd642b,뼈의 기초와 분류,골격계,2,lesson,뼈의 형태에 따른 분류,"뼈는 형태에 따라 4가지로 분류합니다:

① Long bone (장골/긴뼈): 길이가 긴 뼈
   예: 상완골(Humerus), 대퇴골(Femur), 경골(Tibia), 비골(Fibula), 요골(Radius), 척골(Ulna)

② Short bone (단골/짧은뼈): 길이·너비·높이가 비슷한 작은 뼈
   예: 수근골(Carpals), 족근골(Tarsals)

③ Flat bone (편평골/납작뼈): 얇고 넓은 뼈
   예: 견갑골(Scapula), 흉골(Sternum), 두개골(Skull), 늑골(Ribs)

④ Irregular bone (불규칙골/불규칙뼈): 특정 형태에 맞지 않는 뼈
   예: 척추(Vertebrae), 골반뼈(Hip bone)"
275f0e91-27f6-4cd6-8414-74c785f2f19b,f26381b9-9bba-4292-9612-2d3918bd642b,뼈의 기초와 분류,골격계,3,lesson,축골격(Axial)과 사지골격(Appendicular),"인체의 206개 뼈는 크게 두 그룹으로 나뉩니다:

① Axial skeleton (축골격): 몸의 중심축을 구성 — 80개
   • 두개골(Skull)
   • 척추(Vertebral column)
   • 흉곽(Thoracic cage): 흉골 + 늑골
   • 설골(Hyoid bone)

② Appendicular skeleton (사지골격): 사지와 연결 부위 — 126개
   • 상지(Upper extremity): 쇄골, 견갑골, 상완골, 요골, 척골, 수근골, 수지골
   • 하지(Lower extremity): 골반뼈, 대퇴골, 슬개골, 경골, 비골, 족근골, 족지골"
1505f2f0-48df-469c-b19c-b4e27703f355,f26381b9-9bba-4292-9612-2d3918bd642b,뼈의 기초와 분류,골격계,4,quiz,견갑골(Scapula)은 편평골(Flat bone)에 속한다.,"견갑골(Scapula)은 얇고 넓적한 삼각형 모양의 뼈로 편평골(Flat bone)에 속합니다. 같은 편평골로는 두개골(Skull), 흉골(Sternum), 늑골(Ribs) 등이 있습니다."
e262e4fc-cfaf-40ac-9dbe-a054086e78db,f26381b9-9bba-4292-9612-2d3918bd642b,뼈의 기초와 분류,골격계,5,quiz,다음 중 Long bone(장골)에 해당하는 것은?,"대퇴골(Femur)은 인체에서 가장 크고 긴 장골(Long bone)입니다. 수근골 = 단골, 견갑골 = 편평골, 척추뼈 = 불규칙골."
c3e71907-931f-41bd-ab21-b5c063696b49,f26381b9-9bba-4292-9612-2d3918bd642b,뼈의 기초와 분류,골격계,6,exam,다음 뼈의 분류에서 사지를 뭐라고 부르는가?,"사지(팔과 다리)를 포함하는 골격 그룹은 Appendicular skeleton(사지골격)입니다. Axial skeleton(축골격)은 두개골, 척추, 흉곽을 포함하는 몸 중심축입니다. Appendicitis는 충수돌기염(맹장염)으로 해부학적 분류와 무관합니다."
24cdc368-a9fc-43a8-a3c7-a165b2400cd3,f26381b9-9bba-4292-9612-2d3918bd642b,뼈의 기초와 분류,골격계,7,exam,다음 중 뼈의 형태 분류와 그 예시가 올바르게 연결된 것은?,"흉골(Sternum)은 얇고 넓은 편평골(Flat bone)입니다. 수근골은 단골, 대퇴골은 장골, 슬개골은 종자골(Sesamoid bone)입니다."
d2750d11-04b9-4175-9c30-0bcb0f71e3a2,f26381b9-9bba-4292-9612-2d3918bd642b,뼈의 기초와 분류,골격계,8,exam,슬개골(Patella)은 인체 최대의 종자골(Sesamoid bone)이다.,"슬개골(Patella)은 대퇴사두근의 건(tendon) 내에 형성된 종자골(Sesamoid bone)이며, 인체에서 가장 큰 종자골입니다. 무릎 관절의 지렛대 효율을 높이는 역할을 합니다."
7ac5f3aa-95bf-4d77-8178-ec93b711397a,6c82a7ff-9762-4e62-85b3-fb6848e9a900,척추,골격계,1,lesson,척추의 구성과 개수,"척추(Vertebral column)는 총 26개의 뼈로 구성됩니다:

① 경추 (Cervical spine): 7개 — 목 부위
② 흉추 (Thoracic spine): 12개 — 등 부위 (늑골과 연결)
③ 요추 (Lumbar spine): 5개 — 허리 부위
④ 천골 (Sacrum): 5개가 융합 → 1개
⑤ 미골 (Coccyx): 3-5개가 융합 → 1개

⚠️ 시험 빈출: 경추 7, 흉추 12, 요추 5 (외우기: 7-12-5 또는 '아침 7시, 점심 12시, 오후 5시')"
797a745b-348b-4e3d-9e80-f5c1e51f722d,6c82a7ff-9762-4e62-85b3-fb6848e9a900,척추,골격계,2,lesson,척추의 만곡 (Spinal Curves),"척추는 측면에서 보면 S자 형태의 4가지 만곡을 가집니다:

① 경추 전만 (Cervical lordosis): 앞으로 볼록 — C자 커브
② 흉추 후만 (Thoracic kyphosis): 뒤로 볼록 — 역C자 커브
③ 요추 전만 (Lumbar lordosis): 앞으로 볼록 — C자 커브
④ 천골 후만 (Sacral kyphosis): 뒤로 볼록

전만(Lordosis) = 앞으로 볼록 (경추, 요추)
후만(Kyphosis) = 뒤로 볼록 (흉추, 천골)"
